Trade Date,Market Code,Transaction Type,Instrument Code,Comments,Quantity,Price,Amount
06/01/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.00314002,69.0563,0.21683838
06/01/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.0009227,99.2972,0.09162185
06/01/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.00632655,19.3095,0.12216247
06/01/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.00437916,37.66,0.16491933
13/01/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.00248657,50.14,0.12467665
13/01/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.03389999,66.2,2.24417966
13/01/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.01075351,90.82,0.97663374
13/01/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.00419369,70.36,0.29506806
13/01/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.0012366,100.8222,0.12467665
13/01/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.00853505,19.4768,0.16623553
13/01/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.00588962,38.104,0.22441797
19/01/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.01198241,50.16,0.60103785
19/01/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.16149696,66.99,10.81868126
19/01/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.05148744,91.4423,4.70812981
19/01/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.0199671,71.24,1.42245624
19/01/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.00590585,101.77,0.60103785
19/01/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.04088797,19.5995,0.8013838
19/01/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.02857549,37.86,1.08186813
20/01/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.00099875,67.15,0.06706591
02/02/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.04141374,50.08,2.074
02/02/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.12295034,68.06,8.368
02/02/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.04310382,70.5274,3.04
02/02/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.0160915,101.42,1.632
02/02/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.11484347,19.6093,2.252
02/02/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.06823834,38.6,2.634
16/02/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.00231329,50.145,0.116
16/02/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.17671499,66.91,11.824
16/02/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.07664138,91.1779,6.988
16/02/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.0052579,100.04,0.526
16/02/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.02805755,19.46,0.546
17/02/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.00114962,66.55,0.07650732
02/03/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.00599042,50.08,0.3
02/03/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.16463988,65.95,10.858
02/03/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.09336934,89.1299,8.322
02/03/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.00272027,99.99,0.272
02/03/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.00932764,19.5119,0.182
02/03/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.00168887,39.0795,0.066
08/03/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.00748473,50.102,0.375
08/03/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.10135135,66.6,6.75
08/03/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.03246739,90.4754,2.9375
08/03/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.01202899,73.7801,0.8875
08/03/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.00372471,100.6789,0.375
08/03/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.0255102,19.6,0.5
08/03/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.01668727,40.45,0.675
16/03/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.23587894,63.77,15.042
16/03/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.05563514,86.2764,4.8
16/03/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.00222849,70.9,0.158
17/03/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.00119799,63.93,0.0765872
30/03/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.01899642,50.22,0.954
30/03/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.26273051,64.53,16.954
30/03/2023,ASX,BUY,IEU,iShares Europe ETF (IEU),0.00458554,73.71,0.338
30/03/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.00288218,102.7,0.296
30/03/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.04772036,19.74,0.942
30/03/2023,ASX,BUY,IVV,iShares S&P 500 ETF (IVV),0.01279762,40.32,0.516
13/04/2023,ASX,BUY,AAA,Betashares Australian High Interest Cash ETF (AAA),0.02473322,50.135,1.24
13/04/2023,ASX,BUY,STW,SPDR S&P/ASX 200 ETF (STW),0.0611463,66.3,4.054
13/04/2023,ASX,BUY,IAA,iShares Asia 50 ETF (IAA),0.12120331,89.42,10.838
13/04/2023,ASX,BUY,IAF,iShares Core Composite Bond ETF (IAF),0.00977034,102.76,1.004
13/04/2023,ASX,BUY,RCB,Russell Investments Australian Select Corporate Bond ETF (RCB),0.08085323,19.69,1.592
